image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Berberis_thunbergii.npy,93964239,15,91,2.75,12551.0,19
Berberis_vulgaris.npy,93964239,15,203,9.96,45323.0,27
Betula_papyrifera.npy,93964239,15,1055,112.21,633206.0,39
Betula_pendula.npy,93964239,15,345,20.25,86704.0,24
Clematis_vitalba.npy,93964239,15,1017,107.09,481358.0,37
Fallopia_aubertii.npy,93964239,15,343,24.91,117957.0,30
Frangula_alnus.npy,93964239,15,426,19.91,172838.0,22
Hedera_helixSTERILE.npy,93964239,15,1452,194.73,646838.0,44
Koelreuteria_paniculata.npy,93964239,15,752,59.49,380280.0,52
Laburnum_anagyroides.npy,93964239,15,262,12.32,87656.0,18
Physocarpus_opulifolius.npy,93964239,15,636,56.68,330853.0,40
Quercus_cerris.npy,93964239,15,1171,114.19,713439.0,37
Quercus_palustris.npy,93964239,15,1758,193.59,310662.0,57
Robinia_viscosa.npy,93964239,15,335,25.16,135949.0,22
Sorbus_intermedia.npy,93964239,15,950,108.27,651466.0,56
Syringa_chinensis.npy,93964239,15,350,18.3,114776.0,15
Tilia_cordata.npy,93964239,15,446,34.33,209135.0,41
Tilia_tomentosa.npy,93964239,15,1038,191.52,793778.0,41
Viburnum_rhytidophyllum.npy,93964239,15,584,94.07,612567.0,27
Zelkova_serrata.npy,93964239,15,916,113.22,756506.0,29
