image_name,rectangle_count,execution_time_sec
guitar-12_binary.npy,191,1.04
guitar-17_binary.npy,304,4.14
guitar-8_binary.npy,202,1.71
hammer-11_binary.npy,36,0.11
hammer-12_binary.npy,36,0.1
hammer-17_binary.npy,38,0.11
hammer-9_binary.npy,36,0.11
hat-12_binary.npy,41,0.17
hat-17_binary.npy,73,0.55
hat-1_binary.npy,76,0.65
hat-6_binary.npy,29,0.05
horse-14_binary.npy,1009,47.61
horse-16_binary.npy,844,30.41
horse-18_binary.npy,373,3.7
horse-5_binary.npy,349,2.85
horseshoe-17_binary.npy,91,0.14
horseshoe-5_binary.npy,103,0.15
horseshoe-8_binary.npy,49,0.03
horseshoe-9_binary.npy,91,0.16
jar-13_binary.npy,227,4.17
jar-16_binary.npy,282,8.12
jar-3_binary.npy,221,4.69
jar-5_binary.npy,138,1.52
key-13_binary.npy,197,1.79
key-20_binary.npy,149,1.01
key-3_binary.npy,116,0.83
key-8_binary.npy,150,1.0
lizzard-11_binary.npy,412,3.06
lizzard-13_binary.npy,360,2.7
lizzard-3_binary.npy,323,2.69
lizzard-4_binary.npy,323,2.71
lmfish-11_binary.npy,345,3.15
lmfish-13_binary.npy,140,0.62
lmfish-1_binary.npy,449,11.47
lmfish-2_binary.npy,440,11.38
octopus-16_binary.npy,414,2.4
octopus-17_binary.npy,320,1.56
octopus-4_binary.npy,301,2.12
octopus-8_binary.npy,269,2.23
pencil-14_binary.npy,45,0.19
pencil-15_binary.npy,100,0.28
pencil-18_binary.npy,139,0.46
pencil-3_binary.npy,69,0.37
personal_car-12_binary.npy,153,1.76
personal_car-17_binary.npy,197,3.12
personal_car-4_binary.npy,106,0.74
personal_car-9_binary.npy,160,1.79
pocket-10_binary.npy,106,0.19
pocket-11_binary.npy,1129,31.71
pocket-13_binary.npy,184,1.39
pocket-7_binary.npy,145,0.4
rat-03_binary.npy,204,0.75
rat-06_binary.npy,190,0.74
rat-08_binary.npy,189,0.69
rat-14_binary.npy,196,0.74
ray-16_binary.npy,347,6.58
ray-2_binary.npy,298,5.61
ray-5_binary.npy,147,1.03
ray-9_binary.npy,422,10.47
sea_snake-10_binary.npy,120,0.21
sea_snake-11_binary.npy,297,2.42
sea_snake-15_binary.npy,249,2.06
sea_snake-2_binary.npy,248,0.83
shapedata_binary.npy,656,18.12
shoe-18_binary.npy,156,2.18
shoe-19_binary.npy,172,3.09
shoe-3_binary.npy,200,3.73
shoe-4_binary.npy,135,1.97
spoon-14_binary.npy,80,0.31
spoon-16_binary.npy,207,1.01
spoon-5_binary.npy,168,0.61
spoon-7_binary.npy,168,0.59
spring-11_binary.npy,220,0.41
spring-16_binary.npy,256,0.56
spring-19_binary.npy,392,1.56
spring-7_binary.npy,416,2.27
stef-02_binary.npy,133,0.21
stef-11_binary.npy,87,0.08
stef-16_binary.npy,61,0.06
stef-19_binary.npy,81,0.08
teddy-02_binary.npy,191,1.49
teddy-06_binary.npy,197,1.62
teddy-17_binary.npy,189,1.42
teddy-20_binary.npy,211,1.53
tree-12_binary.npy,93,0.34
tree-15_binary.npy,146,0.58
tree-6_binary.npy,221,1.26
tree-8_binary.npy,241,2.33
truck-03_binary.npy,45,0.08
truck-08_binary.npy,41,0.08
truck-13_binary.npy,48,0.09
truck-20_binary.npy,47,0.1
turtle-11_binary.npy,233,2.08
turtle-13_binary.npy,282,3.96
turtle-17_binary.npy,238,2.16
turtle-8_binary.npy,260,3.67
watch-12_binary.npy,79,0.6
watch-3_binary.npy,60,0.49
watch-6_binary.npy,77,0.81
watch-9_binary.npy,70,0.43
