image_name,rectangle_count,execution_time_sec
horseshoe-17_binary.npy,96,0.0
horseshoe-5_binary.npy,118,0.0
horseshoe-8_binary.npy,50,0.0
horseshoe-9_binary.npy,96,0.0
jar-13_binary.npy,254,0.03
jar-16_binary.npy,331,0.03
jar-3_binary.npy,271,0.03
jar-5_binary.npy,138,0.03
key-13_binary.npy,223,0.01
key-20_binary.npy,170,0.01
key-3_binary.npy,128,0.01
key-8_binary.npy,151,0.01
lizzard-11_binary.npy,425,0.01
lizzard-13_binary.npy,405,0.02
lizzard-3_binary.npy,340,0.01
lizzard-4_binary.npy,362,0.01
lmfish-11_binary.npy,352,0.02
lmfish-13_binary.npy,176,0.01
lmfish-1_binary.npy,451,0.03
lmfish-2_binary.npy,441,0.05
octopus-16_binary.npy,432,0.01
octopus-17_binary.npy,339,0.01
octopus-4_binary.npy,353,0.01
octopus-8_binary.npy,294,0.01
pencil-14_binary.npy,46,0.01
pencil-15_binary.npy,100,0.01
pencil-18_binary.npy,139,0.01
pencil-3_binary.npy,94,0.01
personal_car-12_binary.npy,155,0.01
personal_car-17_binary.npy,259,0.01
personal_car-4_binary.npy,152,0.01
personal_car-9_binary.npy,199,0.01
pocket-10_binary.npy,114,0.0
pocket-11_binary.npy,1205,0.02
pocket-13_binary.npy,200,0.01
pocket-7_binary.npy,157,0.0
rat-03_binary.npy,215,0.01
rat-06_binary.npy,197,0.01
rat-08_binary.npy,218,0.01
rat-14_binary.npy,205,0.01
ray-16_binary.npy,403,0.02
ray-2_binary.npy,356,0.03
ray-5_binary.npy,157,0.02
ray-9_binary.npy,426,0.02
sea_snake-10_binary.npy,122,0.0
sea_snake-11_binary.npy,344,0.02
sea_snake-15_binary.npy,256,0.02
sea_snake-2_binary.npy,273,0.01
shapedata_binary.npy,719,0.02
shoe-18_binary.npy,191,0.01
shoe-19_binary.npy,192,0.02
shoe-3_binary.npy,205,0.01
shoe-4_binary.npy,147,0.01
spoon-14_binary.npy,85,0.01
spoon-16_binary.npy,213,0.01
spoon-5_binary.npy,192,0.01
spoon-7_binary.npy,192,0.01
spring-11_binary.npy,234,0.01
spring-16_binary.npy,274,0.01
spring-19_binary.npy,398,0.01
spring-7_binary.npy,435,0.01
