image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Actinidia_arguta.npy,78552192,20,694,48.55,434009.0,9
Amygdalus_communis.npy,78552192,20,285,17.01,116696.0,9
Caragana_arborescens.npy,78552192,20,146,2.55,35159.0,9
Carya_ovata.npy,78552192,20,889,124.08,1141772.0,9
Celtis_occidentalis.npy,78552192,20,610,25.82,401397.0,9
Clematis_vitalba.npy,78552192,20,1003,65.11,481498.0,12
Cornus_alba.npy,78552192,20,1023,75.71,1243056.0,9
Cotoneaster_horizontalis.npy,78552192,20,117,3.48,20294.0,9
Euonymus_verrucosa.npy,78552192,20,383,11.12,174019.0,9
Ginkgo_biloba.npy,78552192,20,935,52.46,389064.0,9
