image_name,rectangle_count,execution_time_sec
Robinia_viscosa.npy,1446,0.03
Rosa_canina.npy,1282,0.03
Ruscus_aculeatus.npy,777,0.02
Salix_alba.npy,569,0.01
Salix_aurita.npy,1712,0.03
Salix_caprea.npy,2626,0.05
Salix_pentandra.npy,2617,0.05
Salix_purpurea.npy,1468,0.04
Sambucus_nigra.npy,2476,0.05
Sambucus_racemosa.npy,2013,0.04
Sophora_japonica.npy,1330,0.03
Sorbaria_sorbifolia.npy,1368,0.03
Sorbus_aria.npy,3659,0.08
Sorbus_aucuparia.npy,1312,0.03
Sorbus_domestica.npy,1363,0.03
Sorbus_intermedia.npy,3919,0.08
Sorbus_torminalis.npy,5984,0.12
Spiraea_douglasii.npy,1276,0.02
Spiraea_japonica.npy,1646,0.03
Spiraea_salicifolia.npy,1003,0.02
Spiraea_vanhouttei.npy,981,0.02
Staphylea_pinnata.npy,2269,0.05
Symphoricarpos_albus.npy,1605,0.03
Symphoricarpos_orbiculatus.npy,626,0.01
Syringa_chinensis.npy,1486,0.03
Syringa_josikaea.npy,3046,0.06
Syringa_prestoniae.npy,3549,0.07
Syringa_vulgaris.npy,2900,0.06
Tilia_cordata.npy,2126,0.04
Tilia_platyphyllos.npy,6585,0.14
Tilia_tomentosa.npy,4964,0.48
Ulmus_glabra.npy,3005,0.06
Ulmus_laevis.npy,5582,0.14
Ulmus_minor.npy,2243,0.04
Ulmus_pumila.npy,1675,0.03
Vaccinium_myrtillus.npy,699,0.01
Vaccinium_uliginosum.npy,608,0.01
Vaccinium_vitisidaea.npy,467,0.01
Viburnum_farreri.npy,2129,0.06
Viburnum_lantana.npy,4476,0.09
Viburnum_opulus.npy,2546,0.05
Viburnum_pragense.npy,1068,0.02
Viburnum_rhytidophyllum.npy,2644,0.07
Vinca_major.npy,1429,0.03
Vinca_minor.npy,1015,0.02
Vitis_riparia.npy,6885,0.31
Vitis_vinifera.npy,10714,0.21
Weigela_florida.npy,834,0.01
Wisteria_sinensis.npy,2030,0.04
Zelkova_serrata.npy,3642,0.08
