image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Berberis_thunbergii.npy,98139895,15,91,3.21,12551.0,14
Berberis_vulgaris.npy,98139895,15,203,7.19,45323.0,17
Betula_papyrifera.npy,98139895,15,1048,130.0,633276.0,38
Betula_pendula.npy,98139895,15,345,25.23,86704.0,27
Clematis_vitalba.npy,98139895,15,1004,119.0,481488.0,46
Fallopia_aubertii.npy,98139895,15,343,37.73,117957.0,28
Frangula_alnus.npy,98139895,15,426,25.4,172838.0,19
Hedera_helixSTERILE.npy,98139895,15,1451,218.55,646848.0,59
Koelreuteria_paniculata.npy,98139895,15,752,62.23,380280.0,44
Laburnum_anagyroides.npy,98139895,15,262,10.94,87656.0,20
Physocarpus_opulifolius.npy,98139895,15,636,82.01,330853.0,44
Quercus_cerris.npy,98139895,15,1171,119.74,713439.0,28
Quercus_palustris.npy,98139895,15,1791,153.5,310332.0,45
Robinia_viscosa.npy,98139895,15,335,20.99,135949.0,23
Sorbus_intermedia.npy,98139895,15,968,100.88,651286.0,43
Syringa_chinensis.npy,98139895,15,350,26.36,114776.0,22
Tilia_cordata.npy,98139895,15,446,40.53,209135.0,34
Tilia_tomentosa.npy,98139895,15,1038,160.76,793778.0,47
Viburnum_rhytidophyllum.npy,98139895,15,584,47.16,612567.0,24
Zelkova_serrata.npy,98139895,15,916,113.56,756506.0,29
