image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
HCircle-10_binary.npy,99432092,15,200,22.69,47044.0,13
bat-10_binary.npy,99432092,15,429,51.11,49959.0,13
bottle-01_binary.npy,99432092,15,42,3.47,3840.0,13
cattle-10_binary.npy,99432092,15,753,107.79,109461.0,13
cellular_phone-10_binary.npy,99432092,15,148,30.63,47241.0,13
crown-10_binary.npy,99432092,15,182,5.88,7014.0,13
cup-10_binary.npy,99432092,15,314,26.52,39482.0,13
device2-10_binary.npy,99432092,15,835,69.93,72055.0,13
device7-10_binary.npy,99432092,15,1091,125.57,89893.0,13
elephant-10_binary.npy,99432092,15,328,26.28,39536.0,13
fly-10_binary.npy,99432092,15,573,32.6,34801.0,13
hat-10_binary.npy,99432092,15,87,7.3,11867.0,13
horse-10_binary.npy,99432092,15,605,34.35,26547.0,13
horseshoe-10_binary.npy,99432092,15,66,1.27,1561.0,13
jar-10_binary.npy,99432092,15,435,69.95,96410.0,13
key-10_binary.npy,99432092,15,162,13.97,20319.0,13
lizzard-10_binary.npy,99432092,15,561,54.52,54970.0,13
pencil-10_binary.npy,99432092,15,58,9.29,11131.0,13
personal_car-10_binary.npy,99432092,15,179,18.71,34254.0,13
tree-10_binary.npy,99432092,15,141,8.29,14215.0,13
