image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Berberis_thunbergii.npy,46757646,15,93,4.81,12531.0,13
Berberis_vulgaris.npy,46757646,15,219,17.83,45163.0,13
Betula_papyrifera.npy,46757646,15,1174,238.64,632016.0,13
Betula_pendula.npy,46757646,15,386,38.71,86294.0,13
Clematis_vitalba.npy,46757646,15,1182,197.62,479708.0,13
Fallopia_aubertii.npy,46757646,15,360,47.28,117787.0,13
Frangula_alnus.npy,46757646,15,449,69.34,172608.0,13
Hedera_helixSTERILE.npy,46757646,15,1896,348.65,642398.0,13
Koelreuteria_paniculata.npy,46757646,15,932,152.6,378480.0,13
Laburnum_anagyroides.npy,46757646,15,265,25.3,87626.0,13
Physocarpus_opulifolius.npy,46757646,15,934,119.71,327873.0,13
Quercus_cerris.npy,46757646,15,1279,334.21,712359.0,13
Quercus_palustris.npy,46757646,15,2303,304.02,305212.0,13
Robinia_viscosa.npy,46757646,15,357,45.86,135729.0,13
Sorbus_intermedia.npy,46757646,15,1134,236.97,649626.0,13
Syringa_chinensis.npy,46757646,15,355,41.72,114726.0,13
Tilia_cordata.npy,46757646,15,577,79.52,207825.0,13
Tilia_tomentosa.npy,46757646,15,1363,268.83,790528.0,13
Viburnum_rhytidophyllum.npy,46757646,15,593,281.68,612477.0,19
Zelkova_serrata.npy,46757646,15,965,286.97,756016.0,13
