image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Actinidia_arguta.npy,98856417,20,694,843.81,434009.0,9
Amygdalus_communis.npy,98856417,20,285,141.45,116696.0,9
Caragana_arborescens.npy,98856417,20,146,24.78,35159.0,9
Carya_ovata.npy,98856417,20,889,1776.66,1141772.0,9
Celtis_occidentalis.npy,98856417,20,610,548.1,401397.0,9
Clematis_vitalba.npy,98856417,20,1021,1000.07,481318.0,9
Cornus_alba.npy,98856417,20,1023,2543.03,1243056.0,9
Cotoneaster_horizontalis.npy,98856417,20,117,14.29,20294.0,9
Euonymus_verrucosa.npy,98856417,20,383,283.36,174019.0,9
Ginkgo_biloba.npy,98856417,20,935,845.36,389064.0,9
