image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Acer_campestre.npy,1381762256,20,1626,90.22,874364.0,16
Acer_ginnala.npy,1381762256,20,702,62.97,214662.0,30
Acer_monspessulanum.npy,1381762256,20,355,29.67,90828.0,38
Acer_negundo.npy,1381762256,20,607,82.82,346325.0,17
Acer_palmatum.npy,1381762256,20,522,37.56,57445.0,42
Acer_platanoides.npy,1381762256,20,2011,87.13,1043166.0,15
Acer_pseudoplatanus.npy,1381762256,20,2106,357.43,1683795.0,46
Acer_saccharinum.npy,1381762256,20,2332,217.0,697208.0,43
Acer_saccharum.npy,1381762256,20,2098,103.91,1196558.0,16
Acer_tataricum.npy,1381762256,20,572,52.69,259741.0,36
Actinidia_arguta.npy,1381762256,20,694,139.11,434009.0,36
Aesculus_carnea.npy,1381762256,20,1719,272.75,2026017.0,9
Aesculus_glabra.npy,1381762256,20,556,35.61,430687.0,18
Aesculus_hippocastanum.npy,1381762256,20,845,67.49,584834.0,32
Aesculus_octandra.npy,1381762256,20,1087,37.97,420661.0,8
Aesculus_pavia.npy,1381762256,20,461,21.59,320740.0,9
Ailanthus_altissima.npy,1381762256,20,994,131.63,1602094.0,15
Alnus_alnobetula.npy,1381762256,20,505,35.84,269078.0,30
Alnus_glutinosa.npy,1381762256,20,1006,124.56,617727.0,42
Alnus_incana.npy,1381762256,20,997,44.71,816630.0,10
Alnus_orientalis.npy,1381762256,20,595,80.65,301826.0,41
Amelanchier_ovalis.npy,1381762256,20,479,51.54,235830.0,22
Amorpha_fruticosa.npy,1381762256,20,217,18.22,89008.0,7
Amygdalus_communis.npy,1381762256,20,285,16.13,116696.0,7
Arctostaphylos_uvaursi.npy,1381762256,20,99,4.15,9176.0,7
Aronia_melanocarpa.npy,1381762256,20,661,47.09,405485.0,33
Berberis_thunbergii.npy,1381762256,20,91,4.32,12551.0,8
Berberis_vulgaris.npy,1381762256,20,205,10.29,45303.0,20
Betula_nana.npy,1381762256,20,114,12.28,10270.0,29
Betula_papyrifera.npy,1381762256,20,1056,82.72,633196.0,31
Betula_pendula.npy,1381762256,20,345,14.57,86704.0,21
Betula_pubescens.npy,1381762256,20,362,27.34,121146.0,18
Buddleja_davidii.npy,1381762256,20,903,50.8,484052.0,12
Buxus_sempervirens.npy,1381762256,20,157,10.63,34097.0,14
Caragana_arborescens.npy,1381762256,20,146,5.31,35159.0,12
Carpinus_betulus.npy,1381762256,20,581,41.68,408329.0,33
Carya_ovata.npy,1381762256,20,889,190.08,1141772.0,24
Castanea_sativa.npy,1381762256,20,990,153.26,5717228.0,12
Catalpa_bignonioides.npy,1381762256,20,1825,391.62,2478225.0,39
Celtis_occidentalis.npy,1381762256,20,610,53.54,401397.0,33
Cercidiphyllum_japonicum.npy,1381762256,20,862,65.9,466945.0,20
Cercis_siliquastrum.npy,1381762256,20,1126,115.12,1028279.0,31
Chaenomeles_japonica.npy,1381762256,20,337,31.24,701158.0,16
