image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Actinidia_arguta.npy,34669232,20,779,118.51,433159.0,9
Amygdalus_communis.npy,34669232,20,285,54.69,116696.0,9
Caragana_arborescens.npy,34669232,20,150,9.78,35119.0,9
Carya_ovata.npy,34669232,20,924,412.47,1141422.0,9
Celtis_occidentalis.npy,34669232,20,690,131.77,400597.0,9
Clematis_vitalba.npy,34669232,20,1182,166.29,479708.0,9
Cornus_alba.npy,34669232,20,1093,360.83,1242356.0,9
Cotoneaster_horizontalis.npy,34669232,20,124,8.05,20224.0,9
Euonymus_verrucosa.npy,34669232,20,413,49.48,173719.0,9
Ginkgo_biloba.npy,34669232,20,1093,153.05,387484.0,9
