image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
Bone-10_binary.npy,1038833300,15,381,5.06,27570.0,13
Bone-13_binary.npy,1038833300,15,298,3.63,17960.0,13
Bone-17_binary.npy,1038833300,15,250,3.88,26376.0,13
Bone-18_binary.npy,1038833300,15,291,3.89,18814.0,13
Comma-12_binary.npy,1038833300,15,157,3.21,66108.0,13
Comma-13_binary.npy,1038833300,15,202,4.59,64046.0,13
Comma-14_binary.npy,1038833300,15,162,3.55,72108.0,13
Comma-17_binary.npy,1038833300,15,191,3.68,69681.0,13
Glas-10_binary.npy,1038833300,15,185,3.56,49845.0,13
Glas-11_binary.npy,1038833300,15,121,2.96,44642.0,13
Glas-3_binary.npy,1038833300,15,159,3.37,54156.0,13
Glas-8_binary.npy,1038833300,15,201,3.75,61611.0,13
HCircle-12_binary.npy,1038833300,15,142,2.59,45525.0,13
HCircle-16_binary.npy,1038833300,15,165,2.42,47314.0,13
HCircle-17_binary.npy,1038833300,15,170,2.59,47042.0,13
HCircle-6_binary.npy,1038833300,15,162,2.39,41143.0,13
Heart-10_binary.npy,1038833300,15,412,5.91,99829.0,13
Heart-16_binary.npy,1038833300,15,329,6.0,99876.0,13
Heart-7_binary.npy,1038833300,15,397,6.34,113170.0,13
Heart-9_binary.npy,1038833300,15,401,5.61,97849.0,13
Misk-17_binary.npy,1038833300,15,371,5.28,77937.0,13
Misk-3_binary.npy,1038833300,15,353,4.96,93854.0,13
Misk-4_binary.npy,1038833300,15,321,4.68,83238.0,13
Misk-7_binary.npy,1038833300,15,370,5.13,85696.0,13
apple-10_binary.npy,1038833300,15,131,2.01,26707.0,13
apple-15_binary.npy,1038833300,15,162,2.26,35974.0,13
apple-18_binary.npy,1038833300,15,146,2.54,33352.0,13
apple-8_binary.npy,1038833300,15,131,2.23,29767.0,13
bat-14_binary.npy,1038833300,15,595,10.24,99446.0,13
bat-18_binary.npy,1038833300,15,464,7.17,84689.0,13
bat-1_binary.npy,1038833300,15,435,8.89,85594.0,13
bat-3_binary.npy,1038833300,15,458,17.01,73773.0,20
beetle-12_binary.npy,1038833300,15,252,2.93,9231.0,13
beetle-13_binary.npy,1038833300,15,374,5.66,10190.0,17
beetle-16_binary.npy,1038833300,15,300,4.19,10359.0,13
beetle-1_binary.npy,1038833300,15,594,20.52,54879.0,15
bell-13_binary.npy,1038833300,15,136,1.71,24906.0,13
bell-20_binary.npy,1038833300,15,147,5.74,24000.0,13
bell-2_binary.npy,1038833300,15,33,0.33,1953.0,13
bell-7_binary.npy,1038833300,15,79,0.88,8720.0,13
bird-11_binary.npy,1038833300,15,272,3.1,23698.0,13
bird-18_binary.npy,1038833300,15,181,2.76,16121.0,13
bird-4_binary.npy,1038833300,15,399,12.88,86001.0,13
bird-9_binary.npy,1038833300,15,256,2.81,24017.0,13
bottle-03_binary.npy,1038833300,15,44,1.85,5147.0,13
bottle-04_binary.npy,1038833300,15,48,1.64,5376.0,13
bottle-13_binary.npy,1038833300,15,41,1.84,4046.0,13
bottle-18_binary.npy,1038833300,15,55,1.94,5171.0,13
brick-07_binary.npy,1038833300,15,125,2.37,14271.0,13
brick-10_binary.npy,1038833300,15,102,2.32,9121.0,13
brick-12_binary.npy,1038833300,15,103,2.23,10567.0,13
brick-18_binary.npy,1038833300,15,94,1.97,10486.0,13
butterfly-11_binary.npy,1038833300,15,571,7.44,44507.0,13
butterfly-12_binary.npy,1038833300,15,388,7.44,67164.0,13
butterfly-17_binary.npy,1038833300,15,578,18.85,78214.0,13
butterfly-19_binary.npy,1038833300,15,263,4.68,50062.0,13
camel-12_binary.npy,1038833300,15,255,5.97,28287.0,13
camel-13_binary.npy,1038833300,15,280,4.01,42266.0,13
camel-17_binary.npy,1038833300,15,341,7.04,30330.0,13
camel-2_binary.npy,1038833300,15,329,4.33,32016.0,13
car-06_binary.npy,1038833300,15,78,2.11,8651.0,13
car-09_binary.npy,1038833300,15,76,1.76,9703.0,13
car-12_binary.npy,1038833300,15,89,2.06,10834.0,13
car-15_binary.npy,1038833300,15,79,2.74,11409.0,13
carriage-07_binary.npy,1038833300,15,140,3.11,7823.0,20
carriage-09_binary.npy,1038833300,15,145,2.48,6872.0,13
carriage-12_binary.npy,1038833300,15,146,2.63,6643.0,13
carriage-20_binary.npy,1038833300,15,157,2.58,6895.0,13
cattle-12_binary.npy,1038833300,15,361,6.25,61544.0,19
cattle-15_binary.npy,1038833300,15,725,10.43,57342.0,13
cattle-17_binary.npy,1038833300,15,671,12.85,114630.0,13
cattle-7_binary.npy,1038833300,15,601,8.48,51988.0,13
cellular_phone-15_binary.npy,1038833300,15,43,1.41,27138.0,13
cellular_phone-18_binary.npy,1038833300,15,43,1.61,36410.0,13
cellular_phone-2_binary.npy,1038833300,15,44,1.27,27996.0,13
cellular_phone-4_binary.npy,1038833300,15,49,1.77,43859.0,13
chicken-11_binary.npy,1038833300,15,101,0.91,6515.0,13
chicken-17_binary.npy,1038833300,15,264,3.13,30406.0,13
chicken-1_binary.npy,1038833300,15,394,5.69,65573.0,13
chicken-7_binary.npy,1038833300,15,77,0.77,4600.0,13
children-11_binary.npy,1038833300,15,70,3.29,5788.0,13
children-17_binary.npy,1038833300,15,79,2.14,5558.0,13
children-1_binary.npy,1038833300,15,69,2.8,5730.0,13
children-2_binary.npy,1038833300,15,69,1.78,5768.0,13
chopper-03_binary.npy,1038833300,15,125,2.56,11452.0,13
chopper-07_binary.npy,1038833300,15,111,3.22,11076.0,13
chopper-09_binary.npy,1038833300,15,117,2.42,11496.0,15
chopper-11_binary.npy,1038833300,15,121,2.27,11800.0,13
classic-16_binary.npy,1038833300,15,141,2.87,34287.0,13
classic-2_binary.npy,1038833300,15,143,2.19,34288.0,13
classic-4_binary.npy,1038833300,15,302,7.05,172860.0,13
classic-5_binary.npy,1038833300,15,302,7.48,172860.0,13
confusions_binary.npy,1038833300,15,511,10.69,109126.0,24
crown-14_binary.npy,1038833300,15,84,0.84,5431.0,14
crown-17_binary.npy,1038833300,15,130,1.25,8274.0,13
crown-18_binary.npy,1038833300,15,248,2.42,16069.0,13
crown-9_binary.npy,1038833300,15,25,0.3,1828.0,13
cup-20_binary.npy,1038833300,15,213,4.05,61705.0,13
cup-2_binary.npy,1038833300,15,228,3.9,63989.0,13
cup-3_binary.npy,1038833300,15,190,2.75,36776.0,13
cup-8_binary.npy,1038833300,15,211,3.14,42973.0,13
