image_name,seed,pop_size,rectangle_count,execution_time_sec,final_fitness,generations_used
HCircle-10_binary.npy,71346991,15,127,2.27,47774.0,13
bat-10_binary.npy,71346991,15,389,11.86,50359.0,13
bottle-01_binary.npy,71346991,15,36,1.59,3900.0,13
cattle-10_binary.npy,71346991,15,441,6.76,112581.0,13
cellular_phone-10_binary.npy,71346991,15,64,2.94,48081.0,13
crown-10_binary.npy,71346991,15,102,1.24,7814.0,13
cup-10_binary.npy,71346991,15,171,2.89,40912.0,13
device2-10_binary.npy,71346991,15,535,15.17,75055.0,32
device7-10_binary.npy,71346991,15,764,25.32,93163.0,13
elephant-10_binary.npy,71346991,15,257,5.11,40246.0,13
fly-10_binary.npy,71346991,15,411,6.29,36421.0,15
hat-10_binary.npy,71346991,15,50,0.81,12237.0,13
horse-10_binary.npy,71346991,15,468,5.85,27917.0,13
horseshoe-10_binary.npy,71346991,15,44,0.47,1781.0,13
jar-10_binary.npy,71346991,15,290,6.69,97860.0,13
key-10_binary.npy,71346991,15,136,4.33,20579.0,13
lizzard-10_binary.npy,71346991,15,426,7.19,56320.0,13
pencil-10_binary.npy,71346991,15,58,2.28,11131.0,13
personal_car-10_binary.npy,71346991,15,152,2.61,34524.0,13
tree-10_binary.npy,71346991,15,114,1.91,14485.0,13
