image_name,generation,best_rectangle_count,fitness
Bone-10_binary.npy,0,411,27270.0
Bone-10_binary.npy,1,401,27370.0
Bone-10_binary.npy,2,401,27370.0
Bone-10_binary.npy,3,401,27370.0
Bone-10_binary.npy,4,393,27450.0
Bone-10_binary.npy,5,393,27450.0
Bone-10_binary.npy,6,393,27450.0
Bone-10_binary.npy,7,393,27450.0
Bone-10_binary.npy,8,393,27450.0
Bone-10_binary.npy,9,393,27450.0
Bone-10_binary.npy,10,393,27450.0
Bone-10_binary.npy,11,387,27510.0
Bone-10_binary.npy,12,387,27510.0
Bone-10_binary.npy,13,387,27510.0
Bone-10_binary.npy,14,387,27510.0
Bone-10_binary.npy,15,387,27510.0
Bone-10_binary.npy,16,385,27530.0
Bone-10_binary.npy,17,385,27530.0
Bone-10_binary.npy,18,385,27530.0
Bone-10_binary.npy,19,385,27530.0
Bone-10_binary.npy,20,385,27530.0
Bone-10_binary.npy,21,385,27530.0
Bone-10_binary.npy,22,384,27540.0
Bone-10_binary.npy,23,384,27540.0
Bone-10_binary.npy,24,384,27540.0
Bone-10_binary.npy,25,384,27540.0
Bone-10_binary.npy,26,382,27560.0
Bone-10_binary.npy,27,380,27580.0
Bone-10_binary.npy,28,380,27580.0
Bone-10_binary.npy,29,380,27580.0
Bone-10_binary.npy,30,380,27580.0
Bone-10_binary.npy,31,380,27580.0
Bone-10_binary.npy,32,380,27580.0
Bone-10_binary.npy,33,380,27580.0
Bone-10_binary.npy,34,380,27580.0
Bone-10_binary.npy,35,380,27580.0
Bone-10_binary.npy,36,380,27580.0
Bone-10_binary.npy,37,380,27580.0
Bone-10_binary.npy,38,377,27610.0
Bone-10_binary.npy,39,377,27610.0
Bone-10_binary.npy,40,377,27610.0
Bone-10_binary.npy,41,377,27610.0
Bone-10_binary.npy,42,377,27610.0
Bone-10_binary.npy,43,377,27610.0
Bone-10_binary.npy,44,377,27610.0
Bone-10_binary.npy,45,377,27610.0
Bone-10_binary.npy,46,377,27610.0
Bone-10_binary.npy,47,377,27610.0
Bone-10_binary.npy,48,377,27610.0
Bone-10_binary.npy,49,377,27610.0
Bone-10_binary.npy,50,377,27610.0
Bone-10_binary.npy,51,377,27610.0
Bone-10_binary.npy,52,377,27610.0
Bone-10_binary.npy,53,377,27610.0
Comma-10_binary.npy,0,422,64549.0
Comma-10_binary.npy,1,422,64549.0
Comma-10_binary.npy,2,410,64669.0
Comma-10_binary.npy,3,410,64669.0
Comma-10_binary.npy,4,410,64669.0
Comma-10_binary.npy,5,312,65649.0
Comma-10_binary.npy,6,312,65649.0
Comma-10_binary.npy,7,312,65649.0
Comma-10_binary.npy,8,312,65649.0
Comma-10_binary.npy,9,312,65649.0
Comma-10_binary.npy,10,312,65649.0
Comma-10_binary.npy,11,287,65899.0
Comma-10_binary.npy,12,287,65899.0
Comma-10_binary.npy,13,233,66439.0
Comma-10_binary.npy,14,233,66439.0
Comma-10_binary.npy,15,233,66439.0
Comma-10_binary.npy,16,233,66439.0
Comma-10_binary.npy,17,233,66439.0
Comma-10_binary.npy,18,233,66439.0
Comma-10_binary.npy,19,218,66589.0
Comma-10_binary.npy,20,218,66589.0
Comma-10_binary.npy,21,217,66599.0
Comma-10_binary.npy,22,217,66599.0
Comma-10_binary.npy,23,217,66599.0
Comma-10_binary.npy,24,216,66609.0
Comma-10_binary.npy,25,216,66609.0
Comma-10_binary.npy,26,196,66809.0
Comma-10_binary.npy,27,196,66809.0
Comma-10_binary.npy,28,196,66809.0
Comma-10_binary.npy,29,192,66849.0
Comma-10_binary.npy,30,192,66849.0
Comma-10_binary.npy,31,192,66849.0
Comma-10_binary.npy,32,192,66849.0
Comma-10_binary.npy,33,190,66869.0
Comma-10_binary.npy,34,181,66959.0
Comma-10_binary.npy,35,181,66959.0
Comma-10_binary.npy,36,181,66959.0
Comma-10_binary.npy,37,176,67009.0
Comma-10_binary.npy,38,176,67009.0
Comma-10_binary.npy,39,176,67009.0
Comma-10_binary.npy,40,171,67059.0
Comma-10_binary.npy,41,171,67059.0
Comma-10_binary.npy,42,171,67059.0
Comma-10_binary.npy,43,171,67059.0
Comma-10_binary.npy,44,171,67059.0
Comma-10_binary.npy,45,171,67059.0
Comma-10_binary.npy,46,171,67059.0
Comma-10_binary.npy,47,167,67099.0
Comma-10_binary.npy,48,167,67099.0
Comma-10_binary.npy,49,167,67099.0
Comma-10_binary.npy,50,167,67099.0
Comma-10_binary.npy,51,167,67099.0
Comma-10_binary.npy,52,167,67099.0
Comma-10_binary.npy,53,167,67099.0
Comma-10_binary.npy,54,167,67099.0
Comma-10_binary.npy,55,167,67099.0
Comma-10_binary.npy,56,166,67109.0
Comma-10_binary.npy,57,166,67109.0
Comma-10_binary.npy,58,166,67109.0
Comma-10_binary.npy,59,166,67109.0
Comma-10_binary.npy,60,166,67109.0
Comma-10_binary.npy,61,166,67109.0
Comma-10_binary.npy,62,166,67109.0
Comma-10_binary.npy,63,166,67109.0
Comma-10_binary.npy,64,166,67109.0
Comma-10_binary.npy,65,166,67109.0
